config,run_dir,best_epoch,attack,TP,FP,FN,TN,precision,recall,accuracy,TP_node_IDs
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_6_web_bruteforce,0,0,3,7464,0.0,0.0,0.9996,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_6_web_xss,0,0,3,7125,0.0,0.0,0.99958,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_6_web_sqli,0,0,3,7024,0.0,0.0,0.99957,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_6_infiltration_step1,0,0,3,7216,0.0,0.0,0.99958,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_6_infiltration_cooldisk,0,0,3,7060,0.0,0.0,0.99958,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_6_infiltration_step2,0,0,13,7190,0.0,0.0,0.9982,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_7_botnet,0,0,7,6927,0.0,0.0,0.99899,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_7_portscan,0,0,3,7030,0.0,0.0,0.99957,
kairos_cicids_red,run-20260403_173823-l88hmsi6,0,graph_7_ddos_loit,0,0,2,6141,0.0,0.0,0.99967,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_6_web_bruteforce,0,0,3,7464,0.0,0.0,0.9996,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_6_web_xss,0,0,3,7125,0.0,0.0,0.99958,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_6_web_sqli,0,0,3,7024,0.0,0.0,0.99957,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_6_infiltration_step1,0,0,3,7216,0.0,0.0,0.99958,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_6_infiltration_cooldisk,0,0,3,7060,0.0,0.0,0.99958,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_6_infiltration_step2,0,0,13,7190,0.0,0.0,0.9982,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_7_botnet,0,0,7,6927,0.0,0.0,0.99899,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_7_portscan,0,0,3,7030,0.0,0.0,0.99957,
orthrus_cicids_red,run-20260403_172408-arq94flm,0,graph_7_ddos_loit,0,0,2,6141,0.0,0.0,0.99967,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_6_web_bruteforce,0,2,3,7462,0.0,0.0,0.99933,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_6_web_xss,0,2,3,7123,0.0,0.0,0.9993,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_6_web_sqli,0,2,3,7022,0.0,0.0,0.99929,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_6_infiltration_step1,1,2,2,7214,0.33333,0.33333,0.99945,4763 (192.168.10.8:0->192.168.10.8:0)
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_6_infiltration_cooldisk,0,2,3,7058,0.0,0.0,0.99929,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_6_infiltration_step2,2,0,11,7190,1.0,0.15385,0.99847,4763 (192.168.10.8:0->192.168.10.8:0); 4760 (192.168.10.5:0->192.168.10.5:0)
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_7_botnet,0,0,7,6927,0.0,0.0,0.99899,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_7_portscan,0,0,3,7030,0.0,0.0,0.99957,
kairos_cicids_kde_diff,run-20260403_081130-gefm583r,0,graph_7_ddos_loit,0,0,2,6141,0.0,0.0,0.99967,
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_6_web_bruteforce,1,3,2,7461,0.25,0.33333,0.99933,3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_6_web_xss,1,1,2,7124,0.5,0.33333,0.99958,3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_6_web_sqli,1,1,2,7023,0.5,0.33333,0.99957,3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_6_infiltration_step1,2,1,1,7215,0.66667,0.66667,0.99972,4763 (192.168.10.8:0->192.168.10.8:0); 3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_6_infiltration_cooldisk,1,3,2,7057,0.25,0.33333,0.99929,3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_6_infiltration_step2,1,1,12,7189,0.5,0.07692,0.9982,4762 (192.168.10.51:0->192.168.10.51:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_7_botnet,1,4,6,6923,0.2,0.14286,0.99856,3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_7_portscan,1,4,2,7026,0.2,0.33333,0.99915,3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_diff,run-20260403_071729-94zpg3qc,5,graph_7_ddos_loit,1,3,1,6138,0.25,0.5,0.99935,3580 (172.16.0.1:0->172.16.0.1:0)
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_6_web_bruteforce,0,4,3,7460,0.0,0.0,0.99906,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_6_web_xss,0,5,3,7120,0.0,0.0,0.99888,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_6_web_sqli,0,5,3,7019,0.0,0.0,0.99886,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_6_infiltration_step1,1,4,2,7212,0.2,0.33333,0.99917,4763 (192.168.10.8:0->192.168.10.8:0)
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_6_infiltration_cooldisk,0,3,3,7057,0.0,0.0,0.99915,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_6_infiltration_step2,4,0,9,7190,1.0,0.30769,0.99875,4756 (192.168.10.19:0->192.168.10.19:0); 4763 (192.168.10.8:0->192.168.10.8:0); 4760 (192.168.10.5:0->192.168.10.5:0); 4755 (192.168.10.17:0->192.168.10.17:0)
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_7_botnet,0,0,7,6927,0.0,0.0,0.99899,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_7_portscan,0,0,3,7030,0.0,0.0,0.99957,
kairos_cicids_kde_ts,run-20260403_062042-o693lwyf,0,graph_7_ddos_loit,0,0,2,6141,0.0,0.0,0.99967,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_6_web_bruteforce,0,0,3,7464,0.0,0.0,0.9996,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_6_web_xss,0,0,3,7125,0.0,0.0,0.99958,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_6_web_sqli,0,0,3,7024,0.0,0.0,0.99957,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_6_infiltration_step1,0,0,3,7216,0.0,0.0,0.99958,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_6_infiltration_cooldisk,0,0,3,7060,0.0,0.0,0.99958,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_6_infiltration_step2,0,0,13,7190,0.0,0.0,0.9982,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_7_botnet,0,0,7,6927,0.0,0.0,0.99899,
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_7_portscan,2,0,1,7030,1.0,0.66667,0.99986,4761 (192.168.10.50:0->192.168.10.50:0); 3580 (172.16.0.1:0->172.16.0.1:0)
orthrus_cicids_kde_ts,run-20260403_052853-xn9gc9ym,9,graph_7_ddos_loit,0,0,2,6141,0.0,0.0,0.99967,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_6_web_bruteforce,0,3,3,7461,0.0,0.0,0.9992,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_6_web_xss,0,3,3,7122,0.0,0.0,0.99916,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_6_web_sqli,0,3,3,7021,0.0,0.0,0.99915,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_6_infiltration_step1,1,4,2,7212,0.2,0.33333,0.99917,4763 (192.168.10.8:0->192.168.10.8:0)
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_6_infiltration_cooldisk,0,3,3,7057,0.0,0.0,0.99915,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_6_infiltration_step2,3,0,10,7190,1.0,0.23077,0.99861,4763 (192.168.10.8:0->192.168.10.8:0); 4760 (192.168.10.5:0->192.168.10.5:0); 4754 (192.168.10.16:0->192.168.10.16:0)
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_7_botnet,0,0,7,6927,0.0,0.0,0.99899,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_7_portscan,0,0,3,7030,0.0,0.0,0.99957,
kairos_cicids,run-20260403_022135-k1f4y9oo,1,graph_7_ddos_loit,0,0,2,6141,0.0,0.0,0.99967,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_5_dos_slowloris,0,0,2,4776,0.0,0.0,0.99958,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_5_dos_slowhttptest,0,0,2,4320,0.0,0.0,0.99954,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_5_dos_hulk,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_5_dos_goldeneye,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_5_heartbleed,0,0,2,4253,0.0,0.0,0.99953,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_6_web_bruteforce,0,0,3,7464,0.0,0.0,0.9996,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_6_web_xss,0,0,3,7125,0.0,0.0,0.99958,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_6_web_sqli,0,0,3,7024,0.0,0.0,0.99957,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_6_infiltration_step1,0,0,3,7216,0.0,0.0,0.99958,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_6_infiltration_cooldisk,0,0,3,7060,0.0,0.0,0.99958,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_6_infiltration_step2,0,0,13,7190,0.0,0.0,0.9982,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_7_botnet,0,0,7,6927,0.0,0.0,0.99899,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_7_portscan,0,0,3,7030,0.0,0.0,0.99957,
orthrus_cicids,run-20260403_014359-w7n1uqtr,0,graph_7_ddos_loit,0,0,2,6141,0.0,0.0,0.99967,
